Searching for text files...
Found 50000 files. Starting processing...

Worker-3 -> file25996.txt: 4240 slow
Worker-8 -> file25992.txt: 7327 slow
Worker-3 -> file26.txt: 1994 slow
Worker-8 -> file260.txt: 2800 slow
Worker-4 -> file25990.txt: 6920 slow
Worker-6 -> file2599.txt: 9621 slow
Worker-1 -> file25999.txt: 3407 slow
Worker-2 -> file25998.txt: 5591 slow
Worker-7 -> file25997.txt: 7373 slow
Worker-5 -> file25995.txt: 8296 slow
Worker-3 -> file2600.txt: 7320 slow
Worker-8 -> file26000.txt: 6577 slow
Worker-6 -> file26002.txt: 4184 slow
Worker-5 -> file26006.txt: 2887 slow
Worker-8 -> file26008.txt: 3868 slow
Worker-5 -> file2601.txt: 3074 slow
Worker-2 -> file26004.txt: 8464 slow
Worker-7 -> file26005.txt: 7662 slow
Worker-1 -> file26003.txt: 9726 slow
Worker-6 -> file26009.txt: 7012 slow
Worker-4 -> file26001.txt: 4728 slow
Worker-3 -> file26007.txt: 9821 slow
Worker-5 -> file26011.txt: 3685 slow
Worker-8 -> file26010.txt: 6791 slow
Worker-2 -> file26012.txt: 5152 slow
Worker-6 -> file26015.txt: 3258 slow
Worker-4 -> file26016.txt: 3112 slow
Worker-8 -> file26019.txt: 3860 slow
Worker-5 -> file26018.txt: 3915 slow
Worker-8 -> file26022.txt: 1215 slow
Worker-3 -> file26017.txt: 7607 slow
Worker-7 -> file26013.txt: 6751 slow
Worker-2 -> file2602.txt: 3372 slow
Worker-1 -> file26014.txt: 8531 slow
Worker-6 -> file26020.txt: 5420 slow
Worker-7 -> file26026.txt: 2894 slow
Worker-1 -> file26028.txt: 1089 slow
Worker-2 -> file26027.txt: 2801 slow
Worker-4 -> file26021.txt: 7254 slow
Worker-3 -> file26025.txt: 9291 slow
Worker-4 -> file26032.txt: 1790 slow
Worker-8 -> file26024.txt: 9322 slow
Worker-8 -> file26035.txt: 1429 slow
Worker-5 -> file26023.txt: 8867 slow
Worker-4 -> file26034.txt: 2479 slow
Worker-7 -> file2603.txt: 8147 slow
Worker-1 -> file26030.txt: 7578 slow
Worker-2 -> file26031.txt: 7233 slow
Worker-4 -> file26038.txt: 2192 slow
Worker-6 -> file26029.txt: 9866 slow
Worker-3 -> file26033.txt: 7407 slow
Worker-4 -> file26042.txt: 1958 slow
Worker-2 -> file26040.txt: 3884 slow
Worker-6 -> file26041.txt: 3585 slow
Worker-8 -> file26036.txt: 8611 slow
Worker-5 -> file26037.txt: 8058 slow
Worker-4 -> file26044.txt: 1917 slow
Worker-2 -> file26045.txt: 3055 slow
Worker-1 -> file2604.txt: 6703 slow
Worker-3 -> file26043.txt: 9025 slow
Worker-7 -> file26039.txt: 8708 slow
Worker-8 -> file26047.txt: 3687 slow
Worker-5 -> file26048.txt: 4924 slow
Worker-8 -> file26053.txt: 2254 slow
Worker-4 -> file26049.txt: 4950 slow
Worker-1 -> file26050.txt: 5285 slow
Worker-6 -> file26046.txt: 7358 slow
Worker-2 -> file2605.txt: 5812 slow
Worker-6 -> file26058.txt: 1066 slow
Worker-3 -> file26051.txt: 8873 slow
Worker-1 -> file26057.txt: 2359 slow
Worker-5 -> file26054.txt: 4807 slow
Worker-8 -> file26055.txt: 7109 slow
Worker-6 -> file2606.txt: 2097 slow
Worker-2 -> file26059.txt: 3098 slow
Worker-3 -> file26060.txt: 2927 slow
Worker-7 -> file26052.txt: 7317 slow
Worker-6 -> file26064.txt: 2124 slow
Worker-8 -> file26063.txt: 5041 slow
Worker-4 -> file26056.txt: 8696 slow
Worker-3 -> file26066.txt: 5231 slow
Worker-6 -> file26068.txt: 2246 slow
Worker-8 -> file26069.txt: 2407 slow
Worker-2 -> file26065.txt: 6107 slow
Worker-8 -> file26072.txt: 4578 slow
Worker-1 -> file26061.txt: 9983 slow
Worker-8 -> file26074.txt: 3869 slow
Worker-5 -> file26062.txt: 9498 slow
Worker-6 -> file26071.txt: 5092 slow
Worker-7 -> file26067.txt: 9210 slow
Worker-3 -> file26070.txt: 8598 slow
Worker-4 -> file2607.txt: 7277 slow
Worker-3 -> file2608.txt: 3646 slow
Worker-3 -> file26081.txt: 1078 slow
Worker-5 -> file26077.txt: 4343 slow
Worker-8 -> file26076.txt: 9462 slow
Worker-1 -> file26075.txt: 5972 slow
Worker-2 -> file26073.txt: 9733 slow
Worker-3 -> file26082.txt: 5990 slow
Worker-6 -> file26078.txt: 8849 slow
Worker-7 -> file26079.txt: 8031 slow
Worker-5 -> file26083.txt: 5797 slow
Worker-3 -> file26087.txt: 3114 slow
Worker-1 -> file26085.txt: 4977 slow
Worker-7 -> file26089.txt: 3125 slow
Worker-6 -> file26088.txt: 4156 slow
Worker-2 -> file26086.txt: 7073 slow
Worker-8 -> file26084.txt: 9418 slow
Worker-8 -> file26095.txt: 1184 slow
Worker-3 -> file26090.txt: 6251 slow
Worker-5 -> file2609.txt: 5970 slow
Worker-1 -> file26091.txt: 4811 slow
Worker-8 -> file26096.txt: 2570 slow
Worker-2 -> file26094.txt: 2832 slow
Worker-7 -> file26092.txt: 5181 slow
Worker-6 -> file26093.txt: 6607 slow
Worker-4 -> file26080.txt: 9211 slow
Worker-7 -> file26100.txt: 2706 slow
Worker-6 -> file26101.txt: 1519 slow
Worker-2 -> file2610.txt: 4552 slow
Worker-8 -> file261.txt: 6841 slow
Worker-3 -> file26097.txt: 7553 slow
Worker-7 -> file26103.txt: 1953 slow
Worker-5 -> file26098.txt: 5505 slow
Worker-4 -> file26102.txt: 4081 slow
Worker-1 -> file26099.txt: 9207 slow
Worker-3 -> file26107.txt: 5490 slow
Worker-8 -> file26106.txt: 9968 slow
Worker-2 -> file26105.txt: 6936 slow
Worker-6 -> file26104.txt: 8984 slow
Worker-7 -> file26108.txt: 8456 slow
Worker-6 -> file26114.txt: 1217 slow
Worker-8 -> file26112.txt: 4135 slow
Worker-1 -> file26110.txt: 6702 slow
Worker-4 -> file2611.txt: 8034 slow
Worker-6 -> file26116.txt: 1228 slow
Worker-5 -> file26109.txt: 9554 slow
Worker-3 -> file26111.txt: 8954 slow
Worker-2 -> file26113.txt: 4087 slow
Worker-3 -> file26121.txt: 2300 slow
Worker-8 -> file26117.txt: 4939 slow
Worker-2 -> file26122.txt: 4178 slow
Worker-6 -> file2612.txt: 4750 slow
Worker-8 -> file26124.txt: 2701 slow
Worker-4 -> file26119.txt: 4914 slow
Worker-5 -> file26120.txt: 5762 slow
Worker-1 -> file26118.txt: 6946 slow
Worker-2 -> file26125.txt: 2796 slow
Worker-4 -> file26128.txt: 1831 slow
Worker-7 -> file26115.txt: 9812 slow
Worker-3 -> file26123.txt: 5373 slow
Worker-8 -> file26127.txt: 9200 slow
Worker-3 -> file26133.txt: 3446 slow
Worker-2 -> file26130.txt: 3893 slow
Worker-1 -> file2613.txt: 6001 slow
Worker-7 -> file26132.txt: 5355 slow
Worker-8 -> file26134.txt: 4673 slow
Worker-5 -> file26129.txt: 9493 slow
Worker-6 -> file26126.txt: 9777 slow
Worker-2 -> file26136.txt: 4423 slow
Worker-1 -> file26137.txt: 4357 slow
Worker-7 -> file26138.txt: 4118 slow
Worker-5 -> file26140.txt: 2328 slow
Worker-4 -> file26131.txt: 9688 slow
Worker-6 -> file2614.txt: 1791 slow
Worker-2 -> file26141.txt: 3575 slow
Worker-5 -> file26144.txt: 3425 slow
Worker-6 -> file26146.txt: 2692 slow
Worker-6 -> file26149.txt: 2505 slow
Worker-1 -> file26142.txt: 7301 slow
Worker-3 -> file26135.txt: 8254 slow
Worker-8 -> file26139.txt: 9500 slow
Worker-6 -> file2615.txt: 1364 slow
Worker-2 -> file26147.txt: 7343 slow
Worker-4 -> file26145.txt: 9025 slow
Worker-7 -> file26143.txt: 7880 slow
Worker-3 -> file26151.txt: 6784 slow
Worker-5 -> file26148.txt: 9361 slow
Worker-6 -> file26153.txt: 6266 slow
Worker-4 -> file26155.txt: 4159 slow
Worker-2 -> file26154.txt: 4176 slow
Worker-1 -> file26150.txt: 8814 slow
Worker-8 -> file26152.txt: 2711 slow
Worker-5 -> file26158.txt: 3362 slow
Worker-7 -> file26156.txt: 5591 slow
Worker-8 -> file26162.txt: 2426 slow
Worker-6 -> file26159.txt: 5014 slow
Worker-1 -> file26161.txt: 3122 slow
Worker-4 -> file2616.txt: 6034 slow
Worker-3 -> file26157.txt: 6117 slow
Worker-2 -> file26160.txt: 5818 slow
Worker-4 -> file26168.txt: 2579 slow
Worker-5 -> file26163.txt: 6687 slow
Worker-7 -> file26164.txt: 4828 slow
Worker-6 -> file26166.txt: 4369 slow
Worker-2 -> file2617.txt: 2935 slow
Worker-1 -> file26167.txt: 5738 slow
Worker-1 -> file26175.txt: 1024 slow
Worker-4 -> file26170.txt: 3157 slow
Worker-8 -> file26165.txt: 9482 slow
Worker-2 -> file26174.txt: 2925 slow
Worker-3 -> file26169.txt: 7879 slow
Worker-7 -> file26172.txt: 5653 slow
Worker-6 -> file26173.txt: 6147 slow
Worker-4 -> file26177.txt: 3136 slow
Worker-5 -> file26171.txt: 6240 slow
Worker-1 -> file26176.txt: 5563 slow
Worker-7 -> file26180.txt: 2919 slow
Worker-3 -> file2618.txt: 4125 slow
Worker-4 -> file26182.txt: 1340 slow
Worker-8 -> file26178.txt: 6192 slow
Worker-7 -> file26185.txt: 1998 slow
Worker-3 -> file26186.txt: 4438 slow
Worker-6 -> file26181.txt: 4150 slow
Worker-2 -> file26179.txt: 9036 slow
Worker-1 -> file26184.txt: 3208 slow
Worker-7 -> file26189.txt: 1624 slow
Worker-3 -> file2619.txt: 2142 slow
Worker-5 -> file26183.txt: 6076 slow
Worker-1 -> file26192.txt: 1048 slow
Worker-5 -> file26195.txt: 4783 slow
Worker-4 -> file26187.txt: 8935 slow
Worker-8 -> file26188.txt: 8307 slow
Worker-1 -> file26196.txt: 4720 slow
Worker-3 -> file26194.txt: 9254 slow
Worker-7 -> file26193.txt: 6399 slow
Worker-8 -> file26199.txt: 1199 slow
Worker-6 -> file26190.txt: 8288 slow
Worker-2 -> file26191.txt: 8783 slow
Worker-3 -> file262.txt: 4047 slow
Worker-5 -> file26197.txt: 4847 slow
Worker-3 -> file26204.txt: 3811 slow
Worker-1 -> file2620.txt: 5475 slow
Worker-2 -> file26203.txt: 3297 slow
Worker-4 -> file26198.txt: 7445 slow
Worker-7 -> file26200.txt: 8367 slow
Worker-3 -> file26206.txt: 3256 slow
Worker-8 -> file26201.txt: 6828 slow
Worker-5 -> file26205.txt: 4564 slow
Worker-8 -> file26211.txt: 1239 slow
Worker-4 -> file26209.txt: 2054 slow
Worker-2 -> file26208.txt: 3324 slow
Worker-8 -> file26213.txt: 1415 slow
Worker-6 -> file26202.txt: 9428 slow
Worker-4 -> file26214.txt: 2094 slow
Worker-7 -> file2621.txt: 7665 slow
Worker-1 -> file26207.txt: 6511 slow
Worker-3 -> file26210.txt: 7918 slow
Worker-3 -> file26220.txt: 3029 slow
Worker-1 -> file2622.txt: 2571 slow
Worker-7 -> file26219.txt: 4135 slow
Worker-3 -> file26221.txt: 2188 slow
Worker-2 -> file26215.txt: 7249 slow
Worker-3 -> file26224.txt: 1508 slow
Worker-4 -> file26218.txt: 6458 slow
Worker-8 -> file26216.txt: 7490 slow
Worker-5 -> file26212.txt: 9729 slow
Worker-6 -> file26217.txt: 7355 slow
Worker-4 -> file26227.txt: 1313 slow
Worker-5 -> file26229.txt: 1320 slow
Worker-1 -> file26222.txt: 5063 slow
Worker-3 -> file26226.txt: 5049 slow
Worker-3 -> file26233.txt: 2220 slow
Worker-8 -> file26228.txt: 4758 slow
Worker-7 -> file26223.txt: 9766 slow
Worker-2 -> file26225.txt: 9598 slow
Worker-3 -> file26234.txt: 8127 slow
Worker-6 -> file2623.txt: 8736 slow
Worker-8 -> file26235.txt: 4348 slow
Worker-4 -> file26230.txt: 8076 slow
Worker-2 -> file26237.txt: 1636 slow
Worker-7 -> file26236.txt: 4173 slow
Worker-5 -> file26232.txt: 9925 slow
Worker-6 -> file26239.txt: 3284 slow
Worker-4 -> file26240.txt: 3619 slow
Worker-2 -> file26241.txt: 3050 slow
Worker-8 -> file2624.txt: 4115 slow
Worker-7 -> file26242.txt: 2150 slow
Worker-7 -> file26248.txt: 1370 slow
Worker-1 -> file26231.txt: 5484 slow
Worker-2 -> file26246.txt: 3294 slow
Worker-5 -> file26243.txt: 4859 slow
Worker-2 -> file26250.txt: 1021 slow
Worker-4 -> file26245.txt: 5493 slow
Worker-3 -> file26238.txt: 9529 slow
Worker-8 -> file26247.txt: 5989 slow
Worker-3 -> file26254.txt: 1869 slow
Worker-8 -> file26255.txt: 2163 slow
Worker-6 -> file26244.txt: 9144 slow
Worker-1 -> file2625.txt: 5558 slow
Worker-7 -> file26249.txt: 7520 slow
Worker-5 -> file26251.txt: 5963 slow
Worker-3 -> file26256.txt: 6351 slow
Worker-4 -> file26253.txt: 6692 slow
Worker-3 -> file26261.txt: 2799 slow
Worker-2 -> file26252.txt: 9875 slow
Worker-4 -> file26262.txt: 2287 slow
Worker-1 -> file26259.txt: 5052 slow
Worker-3 -> file26263.txt: 4521 slow
Worker-5 -> file26260.txt: 4574 slow
Worker-7 -> file2626.txt: 7359 slow
Worker-8 -> file26257.txt: 8470 slow
Worker-6 -> file26258.txt: 9809 slow
Worker-3 -> file26267.txt: 5974 slow
Worker-7 -> file26269.txt: 4078 slow
Worker-5 -> file26268.txt: 4765 slow
Worker-3 -> file26271.txt: 1601 slow
Worker-7 -> file26272.txt: 2036 slow
Worker-2 -> file26264.txt: 7166 slow
Worker-6 -> file26270.txt: 3420 slow
Worker-8 -> file2627.txt: 6869 slow
Worker-4 -> file26265.txt: 9274 slow
Worker-1 -> file26266.txt: 8855 slow
Worker-3 -> file26274.txt: 7115 slow
Worker-1 -> file2628.txt: 1135 slow
Worker-7 -> file26275.txt: 6507 slow
Worker-5 -> file26273.txt: 6874 slow
Worker-6 -> file26277.txt: 4772 slow
Worker-4 -> file26279.txt: 4399 slow
Worker-2 -> file26276.txt: 7051 slow
Worker-4 -> file26285.txt: 1406 slow
Worker-7 -> file26282.txt: 7279 slow
Worker-8 -> file26278.txt: 8210 slow
Worker-1 -> file26281.txt: 6038 slow
Worker-3 -> file26280.txt: 9605 slow
Worker-7 -> file26288.txt: 3021 slow
Worker-2 -> file26286.txt: 4501 slow
Worker-8 -> file26289.txt: 3243 slow
Worker-6 -> file26284.txt: 7450 slow
Worker-5 -> file26283.txt: 9423 slow
Worker-8 -> file26293.txt: 2300 slow
Worker-7 -> file26291.txt: 6729 slow
Worker-3 -> file26290.txt: 9382 slow
Worker-7 -> file26296.txt: 1537 slow
Worker-4 -> file26287.txt: 8329 slow
Worker-2 -> file26292.txt: 6912 slow
Worker-1 -> file2629.txt: 9005 slow
Worker-8 -> file26297.txt: 3886 slow
Worker-7 -> file26299.txt: 3540 slow
Worker-3 -> file26298.txt: 5441 slow
Worker-4 -> file263.txt: 3336 slow
Worker-7 -> file26302.txt: 1081 slow
Worker-6 -> file26294.txt: 7157 slow
Worker-5 -> file26295.txt: 7407 slow
Worker-2 -> file2630.txt: 2906 slow
Worker-4 -> file26304.txt: 4184 slow
Worker-3 -> file26303.txt: 7318 slow
Worker-7 -> file26305.txt: 7038 slow
Worker-1 -> file26300.txt: 6196 slow
Worker-6 -> file26306.txt: 4907 slow
Worker-8 -> file26301.txt: 6359 slow
Worker-4 -> file26309.txt: 1798 slow
Worker-3 -> file2631.txt: 8646 slow
Worker-7 -> file26310.txt: 8074 slow
Worker-2 -> file26308.txt: 8969 slow
Worker-5 -> file26307.txt: 9363 slow
Worker-6 -> file26312.txt: 5706 slow
Worker-4 -> file26314.txt: 5041 slow
Worker-5 -> file26318.txt: 2777 slow
Worker-7 -> file26316.txt: 5372 slow
Worker-1 -> file26311.txt: 2029 slow
Worker-4 -> file2632.txt: 2985 slow
Worker-8 -> file26313.txt: 8795 slow
Worker-2 -> file26317.txt: 3907 slow
Worker-3 -> file26315.txt: 8757 slow
Worker-6 -> file26319.txt: 5165 slow
Worker-4 -> file26323.txt: 2385 slow
Worker-3 -> file26326.txt: 2408 slow
Worker-5 -> file26320.txt: 3658 slow
Worker-3 -> file26329.txt: 1645 slow
Worker-7 -> file26321.txt: 5943 slow
Worker-3 -> file26330.txt: 3390 slow
Worker-7 -> file26331.txt: 3947 slow
Worker-3 -> file26332.txt: 2528 slow
Worker-2 -> file26325.txt: 7539 slow
Worker-1 -> file26322.txt: 7499 slow
Worker-4 -> file26328.txt: 6832 slow
Worker-6 -> file26327.txt: 7853 slow
Worker-4 -> file26337.txt: 1129 slow
Worker-8 -> file26324.txt: 9906 slow
Worker-3 -> file26334.txt: 5569 slow
Worker-5 -> file2633.txt: 7293 slow
Worker-1 -> file26336.txt: 3033 slow
Worker-6 -> file26338.txt: 3460 slow
Worker-7 -> file26333.txt: 6779 slow
Worker-1 -> file26342.txt: 2329 slow
Worker-2 -> file26335.txt: 7250 slow
Worker-7 -> file26344.txt: 2374 slow
Worker-8 -> file2634.txt: 5023 slow
Worker-7 -> file26347.txt: 1240 slow
Worker-3 -> file26340.txt: 9492 slow
Worker-1 -> file26345.txt: 2687 slow
Worker-6 -> file26343.txt: 3828 slow
Worker-3 -> file2635.txt: 1514 slow
Worker-8 -> file26348.txt: 1827 slow
Worker-7 -> file26349.txt: 4323 slow
Worker-8 -> file26353.txt: 1642 slow
Worker-4 -> file26339.txt: 9233 slow
Worker-5 -> file26341.txt: 9963 slow
Worker-4 -> file26356.txt: 1516 slow
Worker-2 -> file26346.txt: 6880 slow
Worker-7 -> file26354.txt: 3773 slow
Worker-3 -> file26352.txt: 5199 slow
Worker-8 -> file26355.txt: 2846 slow
Worker-5 -> file26357.txt: 1187 slow
Worker-2 -> file26359.txt: 1329 slow
Worker-6 -> file26351.txt: 6944 slow
Worker-1 -> file26350.txt: 7996 slow
Worker-5 -> file26362.txt: 4965 slow
Worker-4 -> file26358.txt: 7700 slow
Worker-7 -> file2636.txt: 8388 slow
Worker-2 -> file26363.txt: 7451 slow
Worker-3 -> file26360.txt: 8992 slow
Worker-8 -> file26361.txt: 9000 slow
Worker-3 -> file2637.txt: 1066 slow
Worker-5 -> file26366.txt: 5029 slow
Worker-1 -> file26365.txt: 7492 slow
Worker-6 -> file26364.txt: 9600 slow
Worker-2 -> file26369.txt: 5070 slow
Worker-4 -> file26367.txt: 7275 slow
Worker-6 -> file26374.txt: 3212 slow
Worker-5 -> file26372.txt: 5339 slow
Worker-8 -> file26370.txt: 6806 slow
Worker-7 -> file26368.txt: 9053 slow
Worker-3 -> file26371.txt: 7774 slow
Worker-2 -> file26375.txt: 4142 slow
Worker-1 -> file26373.txt: 7383 slow
Worker-6 -> file26377.txt: 3496 slow
Worker-8 -> file26379.txt: 3540 slow
Worker-5 -> file26378.txt: 4597 slow
Worker-7 -> file2638.txt: 3800 slow
Worker-6 -> file26383.txt: 3652 slow
Worker-4 -> file26376.txt: 9462 slow
Worker-2 -> file26381.txt: 6752 slow
Worker-7 -> file26386.txt: 3950 slow
Worker-3 -> file26380.txt: 8218 slow
Worker-5 -> file26385.txt: 6653 slow
Worker-8 -> file26384.txt: 7674 slow
Worker-2 -> file26389.txt: 4298 slow
Worker-6 -> file26387.txt: 6701 slow
Worker-4 -> file26388.txt: 6284 slow
Worker-1 -> file26382.txt: 5607 slow
Worker-3 -> file26390.txt: 7104 slow
Worker-6 -> file26394.txt: 3100 slow
Worker-8 -> file26392.txt: 5935 slow
Worker-7 -> file2639.txt: 9054 slow
Worker-2 -> file26393.txt: 5816 slow
Worker-1 -> file26396.txt: 5533 slow
Worker-8 -> file26399.txt: 2952 slow
Worker-5 -> file26391.txt: 9878 slow
Worker-4 -> file26395.txt: 8066 slow
Worker-6 -> file26398.txt: 7225 slow
Worker-3 -> file26397.txt: 7906 slow
Worker-5 -> file26402.txt: 3543 slow
Worker-2 -> file2640.txt: 6870 slow
Worker-8 -> file26401.txt: 6360 slow
Worker-7 -> file264.txt: 8887 slow
Worker-1 -> file26400.txt: 8165 slow
Worker-8 -> file26408.txt: 1078 slow
Worker-4 -> file26403.txt: 6574 slow
Worker-2 -> file26407.txt: 2958 slow
Worker-3 -> file26405.txt: 5393 slow
Worker-6 -> file26404.txt: 5318 slow
Worker-4 -> file26411.txt: 2844 slow
Worker-5 -> file26406.txt: 6277 slow
Worker-4 -> file26415.txt: 1131 slow
Worker-6 -> file26414.txt: 3902 slow
Worker-2 -> file26412.txt: 4367 slow
Worker-7 -> file26409.txt: 7464 slow
Worker-8 -> file26410.txt: 6806 slow
Worker-3 -> file26413.txt: 6054 slow
Worker-5 -> file26416.txt: 3884 slow
Worker-1 -> file2641.txt: 7660 slow
Worker-6 -> file26418.txt: 4287 slow
Worker-2 -> file26419.txt: 4380 slow
Worker-4 -> file26417.txt: 4962 slow
Worker-8 -> file26420.txt: 4090 slow
Worker-5 -> file26422.txt: 3699 slow
Worker-7 -> file2642.txt: 6300 slow
Worker-4 -> file26426.txt: 4278 slow
Worker-2 -> file26425.txt: 4471 slow
Worker-3 -> file26421.txt: 7545 slow
Worker-5 -> file26428.txt: 4366 slow
Worker-8 -> file26427.txt: 4930 slow
Worker-4 -> file2643.txt: 1584 slow
Worker-1 -> file26423.txt: 7367 slow
Worker-8 -> file26433.txt: 1776 slow
Worker-3 -> file26431.txt: 2345 slow
Worker-7 -> file26429.txt: 4919 slow
Worker-1 -> file26435.txt: 1977 slow
Worker-2 -> file26430.txt: 3839 slow
Worker-6 -> file26424.txt: 9687 slow
Worker-3 -> file26437.txt: 2762 slow
Worker-1 -> file26439.txt: 2836 slow
Worker-4 -> file26434.txt: 5238 slow
Worker-7 -> file26438.txt: 5616 slow
Worker-6 -> file26440.txt: 4641 slow
Worker-5 -> file26432.txt: 8906 slow
Worker-8 -> file26436.txt: 8780 slow
Worker-8 -> file26447.txt: 1298 slow
Worker-7 -> file26444.txt: 4758 slow
Worker-2 -> file2644.txt: 9811 slow
Worker-3 -> file26441.txt: 9364 slow
Worker-1 -> file26442.txt: 9590 slow
Worker-2 -> file2645.txt: 2146 slow
Worker-4 -> file26443.txt: 9544 slow
Worker-6 -> file26445.txt: 7620 slow
Worker-1 -> file26451.txt: 3879 slow
Worker-5 -> file26446.txt: 9256 slow
Worker-7 -> file26449.txt: 5726 slow
Worker-2 -> file26452.txt: 3538 slow
Worker-4 -> file26453.txt: 4133 slow
Worker-8 -> file26448.txt: 7846 slow
Worker-3 -> file26450.txt: 7050 slow
Worker-4 -> file26459.txt: 1005 slow
Worker-6 -> file26454.txt: 4699 slow
Worker-3 -> file26460.txt: 5100 slow
Worker-2 -> file26458.txt: 7039 slow
Worker-7 -> file26457.txt: 7387 slow
Worker-6 -> file26462.txt: 6400 slow
Worker-5 -> file26456.txt: 9543 slow
Worker-3 -> file26463.txt: 2879 slow
Worker-4 -> file26461.txt: 7614 slow
Worker-8 -> file2646.txt: 9220 slow
Worker-2 -> file26464.txt: 4490 slow
Worker-3 -> file26468.txt: 3386 slow
Worker-4 -> file26469.txt: 3032 slow
Worker-6 -> file26466.txt: 4257 slow
Worker-8 -> file2647.txt: 3722 slow
Worker-1 -> file26455.txt: 8184 slow
Worker-3 -> file26472.txt: 1602 slow
Worker-6 -> file26473.txt: 1820 slow
Worker-2 -> file26470.txt: 2706 slow
Worker-7 -> file26465.txt: 7412 slow
Worker-8 -> file26475.txt: 1073 slow
Worker-5 -> file26467.txt: 7152 slow
Worker-6 -> file26477.txt: 1928 slow
Worker-5 -> file26480.txt: 1346 slow
Worker-3 -> file26476.txt: 6047 slow
Worker-4 -> file26471.txt: 7372 slow
Worker-6 -> file26481.txt: 3508 slow
Worker-8 -> file2648.txt: 6124 slow
Worker-2 -> file26478.txt: 6633 slow
Worker-1 -> file26474.txt: 8421 slow
Worker-7 -> file26479.txt: 8483 slow
Worker-8 -> file26486.txt: 2544 slow
Worker-1 -> file26488.txt: 3831 slow
Worker-5 -> file26482.txt: 7477 slow
Worker-4 -> file26484.txt: 6300 slow
Worker-6 -> file26485.txt: 6453 slow
Worker-3 -> file26483.txt: 8425 slow
Worker-2 -> file26487.txt: 6095 slow
Worker-7 -> file26489.txt: 5316 slow
Worker-4 -> file26492.txt: 2858 slow
Worker-6 -> file26493.txt: 3494 slow
Worker-8 -> file2649.txt: 6034 slow
Worker-1 -> file26490.txt: 5755 slow
Worker-6 -> file26498.txt: 1889 slow
Worker-7 -> file26496.txt: 3084 slow
Worker-5 -> file26491.txt: 5995 slow
Worker-4 -> file26497.txt: 4458 slow
Worker-5 -> file26501.txt: 3431 slow
Worker-4 -> file26502.txt: 2782 slow
Worker-2 -> file26495.txt: 8586 slow
Worker-3 -> file26494.txt: 9685 slow
Worker-8 -> file26499.txt: 7851 slow
Worker-5 -> file26503.txt: 3610 slow
Worker-6 -> file2650.txt: 7533 slow
Worker-2 -> file26505.txt: 3167 slow
Worker-7 -> file26500.txt: 7901 slow
Worker-4 -> file26504.txt: 4257 slow
Worker-1 -> file265.txt: 9395 slow
Worker-4 -> file26511.txt: 1291 slow
Worker-3 -> file26506.txt: 5357 slow
Worker-6 -> file26509.txt: 5235 slow
Worker-5 -> file26508.txt: 6643 slow
Worker-8 -> file26507.txt: 7718 slow
Worker-2 -> file2651.txt: 7234 slow
Worker-3 -> file26514.txt: 3955 slow
Worker-4 -> file26513.txt: 5003 slow
Worker-6 -> file26515.txt: 2364 slow
Worker-1 -> file26512.txt: 6110 slow
Worker-8 -> file26517.txt: 1754 slow
Worker-7 -> file26510.txt: 9332 slow
Worker-3 -> file26519.txt: 2891 slow
Worker-2 -> file26518.txt: 3097 slow
Worker-4 -> file2652.txt: 5334 slow
Worker-1 -> file26521.txt: 6148 slow
Worker-2 -> file26525.txt: 2835 slow
Worker-5 -> file26516.txt: 7284 slow
Worker-8 -> file26522.txt: 5207 slow
Worker-3 -> file26524.txt: 4073 slow
Worker-4 -> file26526.txt: 2727 slow
Worker-3 -> file26530.txt: 2276 slow
Worker-7 -> file26523.txt: 6678 slow
Worker-6 -> file26520.txt: 9224 slow
Worker-4 -> file26531.txt: 3310 slow
Worker-5 -> file26529.txt: 7174 slow
Worker-7 -> file26533.txt: 4797 slow
Worker-2 -> file26528.txt: 8303 slow
Worker-8 -> file2653.txt: 8213 slow
Worker-6 -> file26534.txt: 5743 slow
Worker-4 -> file26535.txt: 3611 slow
Worker-1 -> file26527.txt: 4819 slow
Worker-8 -> file26539.txt: 1923 slow
Worker-3 -> file26532.txt: 8690 slow
Worker-2 -> file26538.txt: 3868 slow
Worker-7 -> file26537.txt: 4418 slow
Worker-8 -> file26542.txt: 2798 slow
Worker-5 -> file26536.txt: 6494 slow
Worker-7 -> file26545.txt: 2500 slow
Worker-6 -> file2654.txt: 6082 slow
Worker-4 -> file26540.txt: 6213 slow
Worker-2 -> file26544.txt: 3404 slow
Worker-7 -> file26548.txt: 1730 slow
Worker-3 -> file26543.txt: 5913 slow
Worker-7 -> file26551.txt: 1307 slow
Worker-4 -> file2655.txt: 2879 slow
Worker-5 -> file26547.txt: 5261 slow
Worker-1 -> file26541.txt: 9659 slow
Worker-6 -> file26549.txt: 4721 slow
Worker-3 -> file26552.txt: 2932 slow
Worker-2 -> file26550.txt: 6773 slow
Worker-8 -> file26546.txt: 9511 slow
Worker-5 -> file26555.txt: 4276 slow
Worker-5 -> file26560.txt: 1614 slow
Worker-7 -> file26553.txt: 8545 slow
Worker-6 -> file26557.txt: 7337 slow
Worker-3 -> file26558.txt: 8075 slow
Worker-4 -> file26554.txt: 9832 slow
Worker-1 -> file26556.txt: 9688 slow
Worker-2 -> file26559.txt: 6497 slow
Worker-5 -> file26561.txt: 3906 slow
Worker-8 -> file2656.txt: 7185 slow
Worker-6 -> file26563.txt: 2812 slow
