Searching for text files...
Found 50000 files. Starting processing...

Worker-5 -> file41984.txt: 1115 slow
Worker-7 -> file41983.txt: 3146 slow
Worker-6 -> file41977.txt: 5606 slow
Worker-7 -> file41988.txt: 2105 slow
Worker-2 -> file41980.txt: 7943 slow
Worker-1 -> file41982.txt: 3069 slow
Worker-3 -> file41985.txt: 2876 slow
Worker-4 -> file41972.txt: 9801 slow
Worker-5 -> file41986.txt: 2989 slow
Worker-2 -> file4199.txt: 3724 slow
Worker-6 -> file41987.txt: 4435 slow
Worker-3 -> file41991.txt: 2741 slow
Worker-8 -> file41981.txt: 9583 slow
Worker-7 -> file41989.txt: 8331 slow
Worker-8 -> file41997.txt: 1784 slow
Worker-6 -> file41995.txt: 3940 slow
Worker-7 -> file41998.txt: 1669 slow
Worker-4 -> file41992.txt: 6794 slow
Worker-6 -> file42.txt: 1675 slow
Worker-1 -> file41990.txt: 8535 slow
Worker-2 -> file41994.txt: 8074 slow
Worker-3 -> file41996.txt: 6722 slow
Worker-5 -> file41993.txt: 8815 slow
Worker-4 -> file4200.txt: 3367 slow
Worker-5 -> file42004.txt: 1791 slow
Worker-2 -> file42002.txt: 4438 slow
Worker-7 -> file420.txt: 8065 slow
Worker-2 -> file42007.txt: 2250 slow
Worker-4 -> file42005.txt: 2935 slow
Worker-3 -> file42003.txt: 4550 slow
Worker-1 -> file42001.txt: 5874 slow
Worker-7 -> file42008.txt: 1510 slow
Worker-8 -> file41999.txt: 9018 slow
Worker-6 -> file42000.txt: 8072 slow
Worker-2 -> file42009.txt: 4610 slow
Worker-5 -> file42006.txt: 7086 slow
Worker-8 -> file42013.txt: 3289 slow
Worker-4 -> file4201.txt: 4983 slow
Worker-7 -> file42012.txt: 8024 slow
Worker-6 -> file42014.txt: 3474 slow
Worker-2 -> file42015.txt: 9452 slow
Worker-6 -> file4202.txt: 3005 slow
Worker-8 -> file42017.txt: 3962 slow
Worker-3 -> file42010.txt: 9573 slow
Worker-2 -> file42020.txt: 2548 slow
Worker-7 -> file42019.txt: 6218 slow
Worker-1 -> file42011.txt: 8739 slow
Worker-5 -> file42016.txt: 5675 slow
Worker-8 -> file42022.txt: 1971 slow
Worker-4 -> file42018.txt: 6511 slow
Worker-6 -> file42021.txt: 3575 slow
Worker-7 -> file42024.txt: 5857 slow
Worker-5 -> file42027.txt: 3444 slow
Worker-2 -> file42025.txt: 6993 slow
Worker-8 -> file42028.txt: 4649 slow
Worker-7 -> file42030.txt: 5551 slow
Worker-2 -> file42032.txt: 5085 slow
Worker-5 -> file42031.txt: 3559 slow
Worker-3 -> file42023.txt: 7702 slow
Worker-1 -> file42026.txt: 7236 slow
Worker-6 -> file4203.txt: 7471 slow
Worker-7 -> file42034.txt: 5920 slow
Worker-4 -> file42029.txt: 8463 slow
Worker-2 -> file42035.txt: 5358 slow
Worker-7 -> file4204.txt: 1280 slow
Worker-6 -> file42039.txt: 1314 slow
Worker-1 -> file42038.txt: 3083 slow
Worker-5 -> file42036.txt: 4653 slow
Worker-8 -> file42033.txt: 6334 slow
Worker-1 -> file42044.txt: 1309 slow
Worker-7 -> file42042.txt: 3593 slow
Worker-3 -> file42037.txt: 6095 slow
Worker-4 -> file42040.txt: 5241 slow
Worker-2 -> file42041.txt: 8065 slow
Worker-8 -> file42046.txt: 4629 slow
Worker-7 -> file42048.txt: 7821 slow
Worker-1 -> file42047.txt: 5015 slow
Worker-6 -> file42043.txt: 9621 slow
Worker-5 -> file42045.txt: 7062 slow
Worker-4 -> file4205.txt: 3935 slow
Worker-1 -> file42053.txt: 3516 slow
Worker-2 -> file42050.txt: 9334 slow
Worker-3 -> file42049.txt: 9676 slow
Worker-4 -> file42056.txt: 5011 slow
Worker-6 -> file42054.txt: 9331 slow
Worker-1 -> file42057.txt: 4419 slow
Worker-8 -> file42051.txt: 8569 slow
Worker-7 -> file42052.txt: 8374 slow
Worker-3 -> file42059.txt: 2985 slow
Worker-2 -> file42058.txt: 5574 slow
Worker-3 -> file42064.txt: 1540 slow
Worker-4 -> file4206.txt: 7353 slow
Worker-1 -> file42061.txt: 6169 slow
Worker-6 -> file42060.txt: 7122 slow
Worker-7 -> file42063.txt: 5826 slow
Worker-5 -> file42055.txt: 7624 slow
Worker-1 -> file42068.txt: 2357 slow
Worker-8 -> file42062.txt: 8220 slow
Worker-6 -> file42069.txt: 2753 slow
Worker-1 -> file42071.txt: 3942 slow
Worker-2 -> file42065.txt: 8408 slow
Worker-5 -> file42070.txt: 4576 slow
Worker-7 -> file4207.txt: 6735 slow
Worker-3 -> file42066.txt: 9415 slow
Worker-4 -> file42067.txt: 9521 slow
Worker-8 -> file42072.txt: 8910 slow
Worker-2 -> file42075.txt: 3401 slow
Worker-3 -> file42078.txt: 1082 slow
Worker-5 -> file42076.txt: 2271 slow
Worker-1 -> file42074.txt: 6884 slow
Worker-4 -> file42079.txt: 2847 slow
Worker-7 -> file42077.txt: 3726 slow
Worker-6 -> file42073.txt: 8192 slow
Worker-2 -> file42080.txt: 3674 slow
Worker-3 -> file42081.txt: 3069 slow
Worker-4 -> file42084.txt: 3316 slow
Worker-7 -> file42085.txt: 2624 slow
Worker-6 -> file42086.txt: 5861 slow
Worker-5 -> file42082.txt: 5434 slow
Worker-1 -> file42083.txt: 5968 slow
Worker-2 -> file42087.txt: 8103 slow
Worker-5 -> file42091.txt: 2032 slow
Worker-7 -> file4209.txt: 3799 slow
Worker-4 -> file42089.txt: 9299 slow
Worker-2 -> file42093.txt: 1189 slow
Worker-3 -> file42088.txt: 5564 slow
Worker-1 -> file42092.txt: 1809 slow
Worker-2 -> file42097.txt: 2352 slow
Worker-8 -> file4208.txt: 9757 slow
Worker-3 -> file42098.txt: 1680 slow
Worker-6 -> file42090.txt: 9240 slow
Worker-6 -> file42101.txt: 1724 slow
Worker-4 -> file42096.txt: 7449 slow
Worker-1 -> file42099.txt: 3766 slow
Worker-2 -> file421.txt: 7312 slow
Worker-5 -> file42094.txt: 6689 slow
Worker-8 -> file4210.txt: 4181 slow
Worker-7 -> file42095.txt: 6918 slow
Worker-4 -> file42103.txt: 5466 slow
Worker-6 -> file42102.txt: 7777 slow
Worker-4 -> file42109.txt: 1708 slow
Worker-8 -> file42107.txt: 2291 slow
Worker-3 -> file42100.txt: 7309 slow
Worker-2 -> file42105.txt: 8953 slow
Worker-7 -> file42108.txt: 5210 slow
Worker-4 -> file42110.txt: 6042 slow
Worker-1 -> file42104.txt: 8085 slow
Worker-2 -> file42113.txt: 5594 slow
Worker-6 -> file4211.txt: 9271 slow
Worker-7 -> file42114.txt: 2808 slow
Worker-5 -> file42106.txt: 9133 slow
Worker-1 -> file42116.txt: 2199 slow
Worker-8 -> file42111.txt: 6387 slow
Worker-2 -> file42117.txt: 1917 slow
Worker-7 -> file42119.txt: 1504 slow
Worker-5 -> file4212.txt: 1840 slow
Worker-4 -> file42115.txt: 7194 slow
Worker-8 -> file42121.txt: 5477 slow
Worker-2 -> file42122.txt: 4213 slow
Worker-3 -> file42112.txt: 8242 slow
Worker-6 -> file42118.txt: 6623 slow
Worker-2 -> file42126.txt: 1632 slow
Worker-6 -> file42129.txt: 1785 slow
Worker-3 -> file42128.txt: 1766 slow
Worker-8 -> file42127.txt: 6045 slow
Worker-4 -> file42125.txt: 9848 slow
Worker-7 -> file42123.txt: 6963 slow
Worker-3 -> file42131.txt: 1936 slow
Worker-2 -> file4213.txt: 5764 slow
Worker-6 -> file42130.txt: 4258 slow
Worker-1 -> file42120.txt: 9498 slow
Worker-8 -> file42132.txt: 4552 slow
Worker-7 -> file42134.txt: 2808 slow
Worker-5 -> file42124.txt: 9518 slow
Worker-4 -> file42133.txt: 5273 slow
Worker-2 -> file42136.txt: 5867 slow
Worker-4 -> file42141.txt: 3183 slow
Worker-6 -> file42137.txt: 9251 slow
Worker-3 -> file42135.txt: 5982 slow
Worker-4 -> file42143.txt: 2573 slow
Worker-2 -> file42142.txt: 6582 slow
Worker-4 -> file42146.txt: 2588 slow
Worker-8 -> file42139.txt: 9722 slow
Worker-2 -> file42147.txt: 1754 slow
Worker-8 -> file42149.txt: 1423 slow
Worker-5 -> file42140.txt: 8392 slow
Worker-1 -> file42138.txt: 9867 slow
Worker-7 -> file4214.txt: 9369 slow
Worker-2 -> file4215.txt: 3429 slow
Worker-3 -> file42144.txt: 7132 slow
Worker-6 -> file42145.txt: 2487 slow
Worker-4 -> file42148.txt: 7383 slow
Worker-8 -> file42150.txt: 9523 slow
Worker-3 -> file42155.txt: 2934 slow
Worker-4 -> file42157.txt: 2240 slow
Worker-5 -> file42151.txt: 4883 slow
Worker-1 -> file42152.txt: 4698 slow
Worker-6 -> file42156.txt: 4700 slow
Worker-3 -> file42159.txt: 2211 slow
Worker-4 -> file4216.txt: 3132 slow
Worker-2 -> file42154.txt: 9272 slow
Worker-5 -> file42160.txt: 3359 slow
Worker-7 -> file42153.txt: 9258 slow
Worker-8 -> file42158.txt: 8455 slow
Worker-2 -> file42165.txt: 3882 slow
Worker-6 -> file42162.txt: 7108 slow
Worker-5 -> file42166.txt: 2431 slow
Worker-1 -> file42161.txt: 6222 slow
Worker-7 -> file42167.txt: 2190 slow
Worker-8 -> file42168.txt: 3263 slow
Worker-4 -> file42164.txt: 7872 slow
Worker-3 -> file42163.txt: 6146 slow
Worker-1 -> file42171.txt: 2013 slow
Worker-6 -> file4217.txt: 7334 slow
Worker-2 -> file42169.txt: 7745 slow
Worker-8 -> file42173.txt: 5000 slow
Worker-4 -> file42174.txt: 7850 slow
Worker-3 -> file42175.txt: 4518 slow
Worker-2 -> file42178.txt: 5184 slow
Worker-8 -> file42179.txt: 3949 slow
Worker-6 -> file42177.txt: 5810 slow
Worker-5 -> file42170.txt: 7579 slow
Worker-8 -> file42182.txt: 1589 slow
Worker-7 -> file42172.txt: 7365 slow
Worker-2 -> file42181.txt: 2443 slow
Worker-4 -> file4218.txt: 5025 slow
Worker-5 -> file42184.txt: 2832 slow
Worker-2 -> file42187.txt: 3127 slow
Worker-8 -> file42185.txt: 4887 slow
Worker-1 -> file42176.txt: 8905 slow
Worker-3 -> file42180.txt: 4992 slow
Worker-5 -> file42189.txt: 2555 slow
Worker-6 -> file42183.txt: 9866 slow
Worker-1 -> file42191.txt: 3111 slow
Worker-8 -> file42190.txt: 5324 slow
Worker-7 -> file42186.txt: 6346 slow
Worker-4 -> file42188.txt: 8112 slow
Worker-6 -> file42194.txt: 2301 slow
Worker-7 -> file42197.txt: 1469 slow
Worker-6 -> file42199.txt: 1066 slow
Worker-7 -> file422.txt: 1158 slow
Worker-6 -> file4220.txt: 1518 slow
Worker-2 -> file4219.txt: 9701 slow
Worker-5 -> file42193.txt: 6157 slow
Worker-3 -> file42192.txt: 7722 slow
Worker-1 -> file42195.txt: 6604 slow
Worker-4 -> file42198.txt: 7899 slow
Worker-8 -> file42196.txt: 9843 slow
Worker-5 -> file42203.txt: 4379 slow
Worker-1 -> file42205.txt: 1812 slow
Worker-4 -> file42206.txt: 3196 slow
Worker-8 -> file42207.txt: 3045 slow
Worker-2 -> file42202.txt: 9209 slow
Worker-3 -> file42204.txt: 5288 slow
Worker-5 -> file42208.txt: 2005 slow
Worker-6 -> file42201.txt: 7615 slow
Worker-2 -> file42211.txt: 2539 slow
Worker-8 -> file42210.txt: 2170 slow
Worker-5 -> file42213.txt: 1565 slow
Worker-7 -> file42200.txt: 9969 slow
Worker-4 -> file4221.txt: 5596 slow
Worker-2 -> file42215.txt: 2809 slow
Worker-5 -> file42217.txt: 2708 slow
Worker-8 -> file42216.txt: 5169 slow
Worker-1 -> file42209.txt: 6051 slow
Worker-3 -> file42212.txt: 5122 slow
Worker-6 -> file42214.txt: 7695 slow
Worker-8 -> file42221.txt: 3462 slow
Worker-5 -> file42220.txt: 3122 slow
Worker-2 -> file4222.txt: 5973 slow
Worker-4 -> file42219.txt: 9372 slow
Worker-5 -> file42226.txt: 1287 slow
Worker-8 -> file42225.txt: 3448 slow
Worker-3 -> file42223.txt: 4848 slow
Worker-4 -> file42228.txt: 4914 slow
Worker-7 -> file42218.txt: 9537 slow
Worker-5 -> file42229.txt: 3178 slow
Worker-1 -> file42222.txt: 7757 slow
Worker-6 -> file42224.txt: 7784 slow
Worker-4 -> file42231.txt: 3607 slow
Worker-2 -> file42227.txt: 8833 slow
Worker-5 -> file42233.txt: 3477 slow
Worker-5 -> file42238.txt: 1876 slow
Worker-2 -> file42237.txt: 4339 slow
Worker-5 -> file42239.txt: 1192 slow
Worker-8 -> file4223.txt: 9461 slow
Worker-7 -> file42232.txt: 8031 slow
Worker-3 -> file42230.txt: 9618 slow
Worker-4 -> file42236.txt: 6983 slow
Worker-1 -> file42234.txt: 8700 slow
Worker-3 -> file42243.txt: 2484 slow
Worker-1 -> file42245.txt: 1408 slow
Worker-7 -> file42242.txt: 4058 slow
Worker-2 -> file4224.txt: 5570 slow
Worker-1 -> file42247.txt: 3011 slow
Worker-7 -> file42248.txt: 2365 slow
Worker-8 -> file42241.txt: 8476 slow
Worker-3 -> file42246.txt: 4748 slow
Worker-5 -> file42240.txt: 8328 slow
Worker-4 -> file42244.txt: 7838 slow
Worker-7 -> file42250.txt: 2499 slow
Worker-8 -> file42251.txt: 3222 slow
Worker-6 -> file42235.txt: 6997 slow
Worker-5 -> file42253.txt: 2641 slow
Worker-2 -> file42249.txt: 7702 slow
Worker-1 -> file4225.txt: 6366 slow
Worker-3 -> file42252.txt: 5510 slow
Worker-2 -> file42259.txt: 4132 slow
Worker-8 -> file42256.txt: 6595 slow
Worker-4 -> file42254.txt: 7071 slow
Worker-4 -> file42263.txt: 1075 slow
Worker-1 -> file4226.txt: 2888 slow
Worker-8 -> file42262.txt: 2880 slow
Worker-6 -> file42257.txt: 8535 slow
Worker-7 -> file42255.txt: 8879 slow
Worker-4 -> file42264.txt: 5721 slow
Worker-2 -> file42261.txt: 8767 slow
Worker-5 -> file42258.txt: 8986 slow
Worker-2 -> file4227.txt: 1323 slow
Worker-2 -> file42271.txt: 2205 slow
Worker-6 -> file42267.txt: 6184 slow
Worker-8 -> file42266.txt: 9268 slow
Worker-3 -> file42260.txt: 9124 slow
Worker-4 -> file42269.txt: 7530 slow
Worker-2 -> file42272.txt: 4880 slow
Worker-1 -> file42265.txt: 8735 slow
Worker-6 -> file42273.txt: 5970 slow
Worker-8 -> file42274.txt: 9160 slow
Worker-4 -> file42276.txt: 5728 slow
Worker-7 -> file42268.txt: 8789 slow
Worker-2 -> file42277.txt: 5402 slow
Worker-5 -> file42270.txt: 7552 slow
Worker-6 -> file42279.txt: 3960 slow
Worker-3 -> file42275.txt: 5568 slow
Worker-7 -> file42281.txt: 1263 slow
Worker-4 -> file42280.txt: 7914 slow
Worker-1 -> file42278.txt: 7414 slow
Worker-8 -> file4228.txt: 9822 slow
Worker-2 -> file42282.txt: 9248 slow
Worker-7 -> file42286.txt: 5437 slow
Worker-5 -> file42283.txt: 6586 slow
Worker-8 -> file42289.txt: 2847 slow
Worker-4 -> file42287.txt: 4888 slow
Worker-1 -> file42288.txt: 2507 slow
Worker-6 -> file42284.txt: 9033 slow
Worker-6 -> file42295.txt: 2949 slow
Worker-2 -> file4229.txt: 4344 slow
Worker-4 -> file42293.txt: 4224 slow
Worker-3 -> file42285.txt: 9383 slow
Worker-8 -> file42292.txt: 5403 slow
Worker-6 -> file42296.txt: 2295 slow
Worker-5 -> file42291.txt: 4764 slow
Worker-6 -> file4230.txt: 2267 slow
Worker-8 -> file423.txt: 2520 slow
Worker-4 -> file42298.txt: 3731 slow
Worker-1 -> file42294.txt: 5316 slow
Worker-8 -> file42302.txt: 1541 slow
Worker-2 -> file42297.txt: 5816 slow
Worker-4 -> file42303.txt: 3328 slow
Worker-7 -> file42290.txt: 9358 slow
Worker-2 -> file42306.txt: 4856 slow
Worker-1 -> file42304.txt: 4287 slow
Worker-3 -> file42299.txt: 6713 slow
Worker-6 -> file42301.txt: 10000 slow
Worker-8 -> file42305.txt: 9048 slow
Worker-4 -> file42307.txt: 8916 slow
Worker-5 -> file42300.txt: 8793 slow
Worker-2 -> file42309.txt: 5183 slow
Worker-8 -> file42312.txt: 2331 slow
Worker-1 -> file4231.txt: 3144 slow
Worker-8 -> file42316.txt: 1231 slow
Worker-6 -> file42311.txt: 5369 slow
Worker-8 -> file42318.txt: 1582 slow
Worker-6 -> file42319.txt: 3761 slow
Worker-4 -> file42313.txt: 7179 slow
Worker-1 -> file42317.txt: 4608 slow
Worker-7 -> file42308.txt: 9280 slow
Worker-3 -> file42310.txt: 7127 slow
Worker-2 -> file42315.txt: 7986 slow
Worker-8 -> file4232.txt: 6103 slow
Worker-6 -> file42320.txt: 3225 slow
Worker-5 -> file42314.txt: 6702 slow
Worker-2 -> file42325.txt: 3972 slow
Worker-5 -> file42328.txt: 3381 slow
Worker-4 -> file42321.txt: 7065 slow
Worker-1 -> file42322.txt: 6917 slow
Worker-2 -> file42329.txt: 3917 slow
Worker-7 -> file42323.txt: 7572 slow
Worker-3 -> file42324.txt: 8018 slow
Worker-8 -> file42326.txt: 8358 slow
Worker-4 -> file42330.txt: 5465 slow
Worker-2 -> file42332.txt: 5627 slow
Worker-4 -> file42336.txt: 3567 slow
Worker-5 -> file4233.txt: 9348 slow
Worker-7 -> file42333.txt: 6050 slow
Worker-3 -> file42334.txt: 7057 slow
Worker-1 -> file42331.txt: 9017 slow
Worker-8 -> file42335.txt: 6408 slow
Worker-7 -> file4234.txt: 1791 slow
Worker-8 -> file42342.txt: 1176 slow
Worker-6 -> file42327.txt: 3936 slow
Worker-5 -> file42338.txt: 6934 slow
Worker-2 -> file42337.txt: 8594 slow
Worker-3 -> file42340.txt: 5836 slow
Worker-4 -> file42339.txt: 9525 slow
Worker-6 -> file42345.txt: 2545 slow
Worker-7 -> file42343.txt: 5732 slow
Worker-1 -> file42341.txt: 6712 slow
Worker-7 -> file42350.txt: 1274 slow
Worker-5 -> file42346.txt: 5137 slow
Worker-4 -> file42349.txt: 6904 slow
Worker-2 -> file42347.txt: 8868 slow
Worker-7 -> file42352.txt: 2483 slow
Worker-8 -> file42344.txt: 8971 slow
Worker-6 -> file4235.txt: 7765 slow
Worker-4 -> file42354.txt: 1560 slow
Worker-6 -> file42358.txt: 1493 slow
Worker-3 -> file42348.txt: 7386 slow
Worker-4 -> file42359.txt: 3190 slow
Worker-5 -> file42353.txt: 9768 slow
Worker-2 -> file42355.txt: 7401 slow
Worker-1 -> file42351.txt: 7899 slow
Worker-7 -> file42356.txt: 4832 slow
Worker-5 -> file42362.txt: 1989 slow
Worker-8 -> file42357.txt: 5555 slow
Worker-3 -> file42360.txt: 3590 slow
Worker-6 -> file4236.txt: 7132 slow
Worker-4 -> file42361.txt: 6111 slow
Worker-2 -> file42363.txt: 5243 slow
Worker-2 -> file42370.txt: 2162 slow
Worker-6 -> file42369.txt: 3462 slow
Worker-5 -> file42366.txt: 7048 slow
Worker-2 -> file42371.txt: 3358 slow
Worker-7 -> file42365.txt: 5374 slow
Worker-2 -> file42374.txt: 1795 slow
Worker-6 -> file42372.txt: 2987 slow
Worker-4 -> file4237.txt: 7028 slow
Worker-3 -> file42368.txt: 5497 slow
Worker-6 -> file42377.txt: 3467 slow
Worker-1 -> file42364.txt: 8993 slow
Worker-5 -> file42373.txt: 7612 slow
Worker-4 -> file42378.txt: 6654 slow
Worker-6 -> file4238.txt: 3575 slow
Worker-2 -> file42376.txt: 7489 slow
Worker-8 -> file42367.txt: 9229 slow
Worker-4 -> file42382.txt: 2347 slow
Worker-5 -> file42381.txt: 3937 slow
Worker-7 -> file42375.txt: 8006 slow
Worker-6 -> file42383.txt: 5270 slow
Worker-3 -> file42379.txt: 6758 slow
Worker-4 -> file42386.txt: 4231 slow
Worker-1 -> file42380.txt: 6429 slow
Worker-2 -> file42384.txt: 8942 slow
Worker-8 -> file42385.txt: 6727 slow
Worker-3 -> file4239.txt: 4023 slow
Worker-6 -> file42389.txt: 7677 slow
Worker-2 -> file42392.txt: 4188 slow
Worker-5 -> file42387.txt: 9197 slow
Worker-4 -> file42390.txt: 9071 slow
Worker-5 -> file42397.txt: 4759 slow
Worker-7 -> file42388.txt: 9390 slow
Worker-1 -> file42391.txt: 6958 slow
Worker-6 -> file42395.txt: 8054 slow
Worker-2 -> file42396.txt: 8684 slow
Worker-3 -> file42394.txt: 7795 slow
Worker-4 -> file42398.txt: 6814 slow
Worker-2 -> file42401.txt: 2802 slow
Worker-1 -> file4240.txt: 3074 slow
Worker-5 -> file42399.txt: 7550 slow
Worker-8 -> file42393.txt: 9103 slow
Worker-2 -> file42404.txt: 2547 slow
Worker-6 -> file42400.txt: 5615 slow
Worker-4 -> file42403.txt: 3696 slow
Worker-7 -> file424.txt: 5375 slow
Worker-8 -> file42407.txt: 2402 slow
Worker-2 -> file42408.txt: 4635 slow
Worker-7 -> file42410.txt: 4210 slow
Worker-3 -> file42402.txt: 7208 slow
Worker-5 -> file42406.txt: 9738 slow
Worker-1 -> file42405.txt: 7382 slow
Worker-4 -> file4241.txt: 6755 slow
Worker-6 -> file42409.txt: 6030 slow
Worker-2 -> file42412.txt: 5126 slow
Worker-8 -> file42411.txt: 7704 slow
Worker-7 -> file42413.txt: 4967 slow
Worker-1 -> file42416.txt: 5642 slow
Worker-4 -> file42417.txt: 8411 slow
Worker-3 -> file42414.txt: 6945 slow
Worker-5 -> file42415.txt: 9575 slow
Worker-2 -> file42419.txt: 9302 slow
Worker-3 -> file42423.txt: 1358 slow
Worker-7 -> file42420.txt: 5788 slow
Worker-3 -> file42426.txt: 2689 slow
Worker-8 -> file4242.txt: 7021 slow
Worker-1 -> file42421.txt: 5238 slow
Worker-2 -> file42425.txt: 6963 slow
Worker-4 -> file42422.txt: 8789 slow
Worker-5 -> file42424.txt: 8139 slow
Worker-7 -> file42427.txt: 2550 slow
Worker-4 -> file42431.txt: 2568 slow
Worker-8 -> file42429.txt: 4295 slow
Worker-2 -> file42430.txt: 5840 slow
Worker-6 -> file42418.txt: 4819 slow
Worker-5 -> file42432.txt: 5203 slow
Worker-4 -> file42434.txt: 3429 slow
Worker-6 -> file42437.txt: 2831 slow
Worker-4 -> file42439.txt: 4323 slow
Worker-1 -> file4243.txt: 7140 slow
Worker-6 -> file4244.txt: 1763 slow
Worker-2 -> file42436.txt: 6126 slow
Worker-5 -> file42438.txt: 6853 slow
Worker-3 -> file42428.txt: 9639 slow
Worker-8 -> file42435.txt: 5716 slow
Worker-2 -> file42444.txt: 2738 slow
Worker-5 -> file42443.txt: 2863 slow
Worker-6 -> file42442.txt: 3293 slow
Worker-3 -> file42445.txt: 1828 slow
Worker-7 -> file42433.txt: 9690 slow
Worker-4 -> file42441.txt: 6293 slow
Worker-1 -> file42440.txt: 4661 slow
Worker-7 -> file42450.txt: 1332 slow
Worker-4 -> file42451.txt: 2196 slow
Worker-6 -> file42449.txt: 4507 slow
Worker-7 -> file42453.txt: 1022 slow
Worker-4 -> file42454.txt: 1468 slow
Worker-8 -> file42446.txt: 5117 slow
Worker-1 -> file42452.txt: 2629 slow
Worker-2 -> file42447.txt: 8766 slow
Worker-6 -> file42455.txt: 3180 slow
Worker-5 -> file42448.txt: 7665 slow
Worker-3 -> file4245.txt: 6409 slow
Worker-4 -> file42457.txt: 6413 slow
Worker-2 -> file42459.txt: 6213 slow
Worker-7 -> file42456.txt: 4942 slow
Worker-5 -> file42461.txt: 3407 slow
Worker-6 -> file42460.txt: 7873 slow
Worker-1 -> file42458.txt: 6708 slow
Worker-4 -> file42463.txt: 6750 slow
Worker-2 -> file42464.txt: 6560 slow
Worker-2 -> file4247.txt: 1977 slow
Worker-8 -> file4246.txt: 9213 slow
Worker-6 -> file42467.txt: 6068 slow
Worker-3 -> file42462.txt: 8095 slow
Worker-4 -> file42469.txt: 5082 slow
Worker-5 -> file42466.txt: 9294 slow
Worker-6 -> file42472.txt: 1768 slow
Worker-8 -> file42471.txt: 1885 slow
Worker-7 -> file42465.txt: 7524 slow
Worker-1 -> file42468.txt: 7185 slow
Worker-2 -> file42470.txt: 9822 slow
Worker-4 -> file42474.txt: 7810 slow
Worker-2 -> file4248.txt: 1114 slow
Worker-3 -> file42473.txt: 6347 slow
Worker-4 -> file42480.txt: 1823 slow
Worker-6 -> file42476.txt: 8910 slow
Worker-8 -> file42477.txt: 6071 slow
Worker-4 -> file42483.txt: 1649 slow
Worker-5 -> file42475.txt: 9594 slow
Worker-6 -> file42484.txt: 3032 slow
Worker-3 -> file42482.txt: 2809 slow
Worker-4 -> file42486.txt: 2909 slow
Worker-7 -> file42478.txt: 8704 slow
Worker-6 -> file42488.txt: 2697 slow
Worker-4 -> file4249.txt: 2231 slow
Worker-2 -> file42481.txt: 8755 slow
Worker-3 -> file42489.txt: 1911 slow
Worker-5 -> file42487.txt: 6018 slow
Worker-1 -> file42479.txt: 7122 slow
Worker-8 -> file42485.txt: 4453 slow
Worker-5 -> file42495.txt: 8787 slow
Worker-4 -> file42492.txt: 8776 slow
Worker-2 -> file42493.txt: 9343 slow
Worker-7 -> file42490.txt: 9037 slow
Worker-5 -> file42499.txt: 1558 slow
Worker-3 -> file42494.txt: 7729 slow
Worker-1 -> file42496.txt: 8742 slow
Worker-8 -> file42497.txt: 9356 slow
Worker-7 -> file4250.txt: 3272 slow
Worker-4 -> file42498.txt: 7213 slow
Worker-2 -> file425.txt: 6588 slow
Worker-5 -> file42500.txt: 6190 slow
Worker-5 -> file42507.txt: 1160 slow
Worker-6 -> file42491.txt: 9761 slow
Worker-1 -> file42502.txt: 5765 slow
Worker-4 -> file42505.txt: 7635 slow
